<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.12.08	11497.10	11674.90	11421.20	11628.60	168420	0	60
2022.12.09	11639.80	11725.70	11508.90	11552.70	155296	0	60
2022.12.12	11547.50	11705.90	11517.20	11687.20	135602	0	60
2022.12.13	11695.30	12203.80	11672.00	11831.10	182152	0	70
2022.12.14	11841.70	11943.50	11604.20	11767.60	172712	0	60
2022.12.15	11750.10	11774.50	11298.50	11346.60	180749	0	60
2022.12.16	11351.90	11383.40	11169.50	11210.80	184136	0	60
2022.12.19	11234.10	11304.00	11026.40	11075.30	162044	0	60
2022.12.20	11089.00	11144.10	10939.30	11083.40	194734	0	60
2022.12.21	11112.40	11287.50	11077.70	11252.00	172265	0	60
2022.12.22	11250.70	11282.90	10779.50	10945.20	168911	0	60
2022.12.23	10958.90	11049.10	10823.80	10977.30	161357	0	60
2022.12.27	11034.10	11090.50	10803.60	10824.80	150069	0	60
2022.12.28	10824.50	10904.20	10668.40	10692.90	162813	0	60
2022.12.29	10700.80	10982.80	10687.10	10942.50	145729	0	60
2022.12.30	10941.00	10966.60	10769.20	10953.80	145960	0	60
2023.01.03	11008.80	11096.90	10765.50	10859.70	196859	0	60
2023.01.04	10856.60	10982.90	10782.50	10893.60	174046	0	60
2023.01.05	10903.80	10961.90	10728.00	10759.90	173009	0	60
2023.01.06	10760.60	11087.20	10673.40	11026.40	165232	0	60
2023.01.09	11073.50	11307.10	11043.30	11103.20	162437	0	60
2023.01.10	11101.90	11211.00	11016.80	11203.50	159363	0	60
2023.01.11	11196.40	11401.10	11162.20	11395.40	146190	0	60
2023.01.12	11393.10	11502.70	11206.40	11450.90	173463	0	60
2023.01.13	11446.40	11549.70	11314.60	11535.70	158866	0	60
2023.01.16	11528.10	11568.60	11441.10	11498.90	68579	0	60
2023.01.17	11522.60	11620.40	11465.60	11556.70	149125	0	60
2023.01.18	11531.90	11690.90	11401.70	11408.00	159529	0	60
2023.01.19	11413.30	11421.50	11246.90	11328.90	160460	0	60
2023.01.20	11333.60	11623.40	11302.20	11607.50	140887	0	60
2023.01.23	11608.20	11922.30	11591.90	11874.20	141630	0	60
2023.01.24	11870.40	11947.60	11774.40	11912.40	140229	0	60
2023.01.25	11890.10	11890.80	11547.20	11803.40	159893	0	60
2023.01.26	11810.80	12055.50	11807.90	12001.60	154670	0	60
2023.01.27	11987.50	12250.60	11959.20	12165.60	146895	0	60
2023.01.30	12152.30	12195.90	11907.30	11932.10	167046	0	60
2023.01.31	11937.00	12101.90	11815.90	12061.50	164223	0	60
2023.02.01	12056.80	12471.40	12005.30	12457.90	160189	0	60
2023.02.02	12493.90	12894.30	12449.20	12628.70	190742	0	60
2023.02.03	12689.00	12831.20	12499.50	12567.50	192373	0	70
2023.02.06	12510.30	12557.50	12406.90	12459.20	171806	0	60
2023.02.07	12466.20	12774.90	12416.10	12696.50	173058	0	60
2023.02.08	12714.30	12764.90	12470.40	12512.20	168646	0	60
2023.02.09	12510.00	12682.20	12326.40	12398.30	173522	0	60
2023.02.10	12391.60	12406.80	12201.50	12295.50	178121	0	60
2023.02.13	12276.20	12524.60	12222.00	12503.90	150324	0	60
2023.02.14	12499.30	12641.60	12347.90	12579.40	175877	0	70
2023.02.15	12566.20	12710.20	12482.10	12700.70	164334	0	60
2023.02.16	12691.10	12746.40	12416.60	12430.50	165510	0	60
2023.02.17	12389.90	12410.70	12231.70	12351.30	166987	0	60
2023.02.20	12321.50	12381.10	12310.60	12331.30	62072	0	60
2023.02.21	12337.50	12343.60	12059.10	12076.70	157889	0	60
2023.02.22	12080.40	12159.70	12001.80	12071.80	166341	0	60
2023.02.23	12126.90	12227.80	12002.40	12163.40	157706	0	60
2023.02.24	12159.40	12184.90	11894.70	11976.30	162093	0	60
2023.02.27	11976.10	12163.20	11963.80	12067.30	152818	0	60
2023.02.28	12078.90	12147.40	12000.50	12020.90	154241	0	60
2023.03.01	12011.50	12116.30	11903.10	11962.90	171438	0	60
2023.03.02	11944.20	12074.80	11807.60	12038.40	179046	0	60
2023.03.03	12022.00	12305.20	11990.70	12304.60	151156	0	60
2023.03.06	12268.20	12466.90	12255.40	12305.40	157125	0	60
2023.03.07	12297.90	12362.60	12128.50	12162.40	158968	0	60
2023.03.08	12164.20	12240.20	12094.00	12222.10	173903	0	60
2023.03.09	12215.70	12338.80	11967.30	12000.80	178556	0	60
2023.03.10	11945.30	12097.20	11788.90	11846.10	201681	0	80
2023.03.13	11872.90	12087.30	11681.80	11944.00	219238	0	80
2023.03.14	11942.80	12218.40	11919.00	12194.70	186312	0	60
2023.03.15	12194.60	12273.90	11959.40	12267.40	230699	0	80
2023.03.16	12260.10	12597.20	12182.00	12574.80	214003	0	60
2023.03.17	12568.10	12672.60	12441.50	12519.10	194069	0	70
2023.03.20	12571.00	12609.20	12397.00	12570.20	212635	0	60
2023.03.21	12561.10	12763.40	12544.10	12746.10	156386	0	60
2023.03.22	12735.20	12947.80	12543.80	12570.00	155787	0	60
2023.03.23	12581.90	12896.70	12572.40	12753.20	175802	0	60
2023.03.24	12742.90	12792.50	12601.20	12792.50	184844	0	70
2023.03.27	12795.10	12849.10	12643.40	12693.00	156761	0	60
2023.03.28	12690.90	12711.40	12516.20	12625.80	142331	0	60
2023.03.29	12627.60	12868.80	12621.90	12840.20	135286	0	60
2023.03.30	12834.60	12990.10	12807.20	12970.20	139807	0	60
2023.03.31	12957.80	13188.00	12937.80	13183.90	136221	0	60
2023.04.03	13126.30	13158.70	13033.50	13141.10	147030	0	60
2023.04.04	13128.60	13225.70	13048.60	13109.00	143094	0	60
2023.04.05	13107.30	13126.40	12894.00	12960.20	142003	0	60
2023.04.06	12948.00	13078.70	12842.80	13048.90	140383	0	60
2023.04.07	13047.40	13082.15	13015.35	13076.90	19159	0	90
2023.04.10	13060.30	13089.70	12855.90	13055.40	124000	0	60
2023.04.11	13051.80	13096.50	12945.80	12968.20	137352	0	60
2023.04.12	12969.50	13130.80	12830.50	12846.20	146620	0	60
2023.04.13	12844.70	13124.60	12819.70	13084.60	140767	0	60
2023.04.14	13079.30	13152.00	12955.50	13104.60	148644	0	60
2023.04.17	13099.60	13117.20	12978.00	13087.20	143905	0	60
2023.04.18	13083.50	13197.60	13041.90	13091.80	134534	0	60
2023.04.19	13081.50	13131.80	12968.00	13072.00	132288	0	60
2023.04.20	13067.70	13105.70	12928.20	12998.80	144412	0	60
2023.04.21	12994.10	13032.20	12893.20	12989.00	137140	0	60
2023.04.24	12976.20	13047.80	12880.80	12966.00	129355	0	60
2023.04.25	12963.90	12974.20	12720.00	12831.20	143401	0	60
2023.04.26	12884.70	12929.50	12782.30	12883.70	166330	0	60
2023.04.27	12879.70	13252.60	12854.50	13198.60	135778	0	60
2023.04.28	13136.00	13258.60	13093.50	13250.30	153287	0	60
2023.05.01	13232.90	13289.30	13185.00	13214.00	120897	0	60
2023.05.02	13209.30	13259.10	13041.60	13095.70	143479	0	60
2023.05.03	13095.30	13236.50	13013.80	13014.10	144627	0	60
2023.05.04	12983.20	13100.20	12936.50	12975.00	163405	0	60
2023.05.05	12995.50	13291.80	12992.70	13243.70	133657	0	60
2023.05.08	13256.30	13304.70	13192.20	13275.00	120346	0	60
2023.05.09	13272.30	13284.10	13190.70	13202.10	115033	0	60
2023.05.10	13194.20	13385.40	13138.90	13345.50	146442	0	60
2023.05.11	13346.30	13413.40	13299.10	13392.40	143474	0	60
2023.05.12	13397.30	13433.70	13253.60	13314.10	131049	0	60
2023.05.15	13309.90	13421.00	13291.70	13406.10	124154	0	60
2023.05.16	13405.70	13499.40	13369.80	13451.90	125892	0	60
2023.05.17	13442.90	13609.50	13413.70	13584.70	126160	0	60
2023.05.18	13582.20	13858.20	13569.10	13853.90	135162	0	60
2023.05.19	13850.40	13906.70	13760.80	13787.60	150290	0	60
2023.05.22	13774.50	13892.50	13759.80	13863.20	129341	0	60
2023.05.23	13860.90	13923.50	13661.10	13682.70	142998	0	60
2023.05.24	13690.20	13769.40	13519.30	13768.90	154184	0	60
2023.05.25	13825.90	13993.55	13756.70	13948.30	170565	0	0
2023.05.26	13945.20	14328.60	13884.40	14324.80	146646	0	60
2023.05.29	14386.30	14405.40	14327.00	14367.10	53729	0	60
2023.05.30	14365.50	14529.00	14300.30	14370.20	159372	0	60
2023.05.31	14350.20	14389.50	14215.10	14249.90	162123	0	60
2023.06.01	14256.50	14496.00	14207.50	14461.90	157920	0	60
2023.06.02	14458.90	14593.90	14436.40	14551.80	143072	0	60
2023.06.05	14539.80	14663.80	14484.00	14560.00	151116	0	60
2023.06.06	14551.40	14595.80	14475.00	14565.70	145366	0	60
2023.06.07	14565.00	14647.10	14282.00	14295.70	148456	0	60
2023.06.08	14302.60	14507.40	14231.90	14503.90	153913	0	60
2023.06.09	14487.90	14670.80	14440.90	14549.00	131540	0	60
2023.06.12	14542.60	14812.40	14542.60	14808.70	114405	0	60
2023.06.13	14804.60	14952.60	14767.80	14913.50	147812	0	60
2023.06.14	14916.90	15045.50	14780.50	15043.30	151972	0	60
2023.06.15	15030.90	15250.90	14870.90	15175.20	165044	0	60
2023.06.16	15166.10	15282.70	15074.50	15113.00	153199	0	60
2023.06.19	15131.40	15136.00	15045.70	15055.10	59188	0	60
2023.06.20	15058.30	15129.40	14946.40	15064.80	141005	0	60
2023.06.21	15067.60	15088.40	14823.30	14863.20	149408	0	60
2023.06.22	14870.90	15059.70	14787.30	15056.80	149768	0	60
2023.06.23	15053.10	15059.00	14817.90	14888.70	156341	0	60
2023.06.26	14895.70	14984.60	14686.90	14705.90	159066	0	70
2023.06.27	14709.20	14970.10	14696.80	14922.40	141191	0	60
2023.06.28	14921.20	15052.90	14856.60	14989.80	151158	0	60
2023.06.29	14994.50	15034.30	14870.90	14952.50	142283	0	60
2023.06.30	14941.60	15218.00	14939.60	15155.50	135417	0	60
2023.07.03	15195.30	15235.60	15153.70	15202.40	87891	0	60
2023.07.04	15191.90	15215.10	15180.50	15189.40	32906	0	60
2023.07.05	15193.70	15279.60	15101.90	15199.60	126093	0	60
2023.07.06	15203.10	15211.80	14970.30	15073.90	143457	0	60
2023.07.07	15077.20	15212.90	15025.80	15044.20	139566	0	60
2023.07.10	15035.00	15076.50	14920.00	15053.00	149161	0	60
2023.07.11	15041.80	15136.90	14970.20	15120.70	135965	0	60
2023.07.12	15119.60	15364.50	15115.70	15317.20	136395	0	60
2023.07.13	15327.20	15603.00	15327.20	15557.60	126372	0	60
2023.07.14	15565.50	15721.60	15527.90	15557.10	138642	0	60
2023.07.17	15549.30	15747.70	15528.80	15692.90	123837	0	60
2023.07.18	15695.90	15898.30	15600.70	15819.50	130233	0	60
2023.07.19	15829.00	15932.50	15781.00	15811.60	136330	0	60
2023.07.20	15786.40	15790.00	15428.50	15477.80	155904	0	60
2023.07.21	15477.80	15600.70	15406.70	15438.00	147515	0	60
2023.07.24	15451.70	15509.80	15374.90	15457.50	139624	0	60
2023.07.25	15453.30	15624.20	15436.50	15608.10	127293	0	60
2023.07.26	15585.20	15599.00	15407.00	15517.00	152942	0	60
2023.07.27	15532.50	15795.00	15412.70	15483.60	161659	0	60
2023.07.28	15474.30	15790.10	15445.40	15736.70	170366	0	60
2023.07.31	15751.30	15811.70	15687.00	15770.80	143684	0	60
2023.08.01	15777.10	15790.70	15631.00	15711.10	132692	0	60
2023.08.02	15637.80	15692.10	15321.90	15354.40	174328	0	70
2023.08.03	15376.00	15464.80	15247.20	15351.70	180046	0	60
2023.08.04	15365.60	15527.70	15257.40	15286.20	170516	0	60
2023.08.07	15304.60	15411.60	15254.00	15410.80	152244	0	60
2023.08.08	15415.70	15415.70	15145.70	15273.10	163725	0	60
2023.08.09	15280.00	15356.10	15073.60	15124.60	150860	0	60
2023.08.10	15142.50	15366.80	15067.60	15146.50	169810	0	80
2023.08.11	15158.60	15196.50	14967.90	15037.10	161639	0	70
2023.08.14	15063.50	15211.80	14958.30	15210.00	163860	0	60
2023.08.15	15211.80	15267.40	15012.40	15047.60	163401	0	60
2023.08.16	15048.90	15099.20	14856.20	14870.00	168694	0	60
2023.08.17	14881.80	14952.70	14682.80	14683.80	168852	0	60
2023.08.18	14692.50	14746.30	14553.10	14691.10	174535	0	70
2023.08.21	14725.50	14959.70	14667.30	14916.30	158860	0	60
2023.08.22	14916.70	15065.60	14881.20	14907.10	153856	0	60
2023.08.23	14921.90	15297.20	14908.00	15282.80	150721	0	60
2023.08.24	15287.90	15367.30	14772.50	14785.10	168468	0	70
2023.08.25	14805.60	15005.40	14711.50	14930.30	165838	0	70
2023.08.28	14977.60	15088.70	14935.60	15058.00	142384	0	60
2023.08.29	15072.30	15390.90	15010.50	15385.00	138689	0	60
2023.08.30	15395.90	15484.00	15322.60	15472.40	142725	0	60
2023.08.31	15467.90	15573.90	15420.70	15506.00	129362	0	60
2023.09.01	15495.40	15627.80	15427.00	15484.10	139043	0	60
2023.09.04	15488.00	15554.40	15476.00	15499.70	53788	0	60
2023.09.05	15499.90	15559.30	15393.40	15488.70	142144	0	60
2023.09.06	15485.90	15503.80	15287.40	15363.10	138943	0	60
2023.09.07	15365.60	15371.10	15134.20	15266.70	149330	0	60
2023.09.08	15271.80	15375.90	15207.10	15304.40	142344	0	60
2023.09.11	15290.40	15483.60	15287.70	15460.20	133116	0	60
2023.09.12	15448.80	15465.70	15278.40	15300.20	131014	0	60
2023.09.13	15298.40	15415.40	15199.00	15370.30	163420	0	60
2023.09.14	15362.30	15513.80	15331.40	15487.40	149043	0	60
2023.09.15	15478.70	15519.60	15170.20	15202.70	153086	0	60
2023.09.18	15214.60	15270.70	15146.40	15236.40	136627	0	60
2023.09.19	15239.80	15253.90	15065.40	15197.20	129759	0	60
2023.09.20	15195.00	15247.70	14946.30	14955.80	142633	0	60
2023.09.21	14964.90	14968.00	14671.10	14675.60	162269	0	60
2023.09.22	14687.70	14858.80	14668.20	14707.60	160790	0	60
2023.09.25	14731.70	14789.10	14618.50	14786.90	158491	0	60
2023.09.26	14782.00	14783.20	14504.80	14561.10	164502	0	60
2023.09.27	14561.60	14663.80	14430.10	14606.50	163265	0	60
2023.09.28	14599.90	14791.10	14499.40	14726.90	180632	0	60
2023.09.29	14734.40	14905.30	14660.10	14747.60	171527	0	70
2023.10.02	14806.30	14895.70	14678.00	14849.90	177735	0	70
2023.10.03	14838.00	14874.40	14504.40	14573.40	180163	0	70
2023.10.04	14559.80	14806.20	14440.60	14752.00	194989	0	70
2023.10.05	14747.90	14809.80	14580.10	14715.70	178312	0	70
2023.10.06	14719.00	15021.60	14520.50	14994.20	171693	0	60
2023.10.09	14878.60	15072.00	14815.30	15047.30	210331	0	60
2023.10.10	15050.30	15242.10	15032.70	15139.70	221761	0	60
2023.10.11	15139.60	15278.40	15116.90	15273.10	212138	0	60
2023.10.12	15267.50	15338.00	15086.10	15193.40	207422	0	60
2023.10.13	15187.80	15239.00	14939.60	14987.00	175008	0	60
2023.10.16	15035.20	15211.90	14961.90	15173.30	152758	0	60
2023.10.17	15177.40	15188.50	14931.40	15121.50	176543	0	60
2023.10.18	15108.80	15116.10	14863.80	14946.40	194350	0	70
2023.10.19	14927.00	15027.20	14733.00	14743.50	208920	0	60
2023.10.20	14747.50	14782.50	14545.30	14555.40	197881	0	70
2023.10.23	14588.20	14751.80	14417.10	14647.40	187503	0	60
2023.10.24	14638.60	14849.60	14607.70	14732.70	194394	0	60
2023.10.25	14716.70	14723.60	14357.60	14388.60	191618	0	70
2023.10.26	14292.40	14372.70	14054.00	14124.00	218066	0	80
2023.10.27	14181.30	14324.60	14127.40	14188.10	192982	0	70
2023.10.30	14239.60	14394.30	14222.20	14322.70	171792	0	60
2023.10.31	14332.30	14421.90	14230.20	14365.80	195105	0	60
2023.11.01	14380.50	14679.40	14331.90	14673.60	177728	0	60
2023.11.02	14681.40	14933.90	14680.00	14882.80	168456	0	60
2023.11.03	14864.60	15149.90	14854.20	15108.00	155308	0	60
2023.11.06	15116.80	15180.90	15061.10	15145.60	148426	0	60
2023.11.07	15140.40	15336.20	15100.80	15300.70	151091	0	60
2023.11.08	15289.80	15343.80	15215.10	15290.70	151310	0	60
2023.11.09	15271.20	15385.90	15170.00	15188.60	157750	0	60
2023.11.10	15175.20	15542.80	15140.10	15518.60	163208	0	60
2023.11.13	15508.90	15524.80	15401.10	15490.30	148337	0	60
2023.11.14	15489.00	15850.10	15485.80	15827.00	147117	0	60
2023.11.15	15835.20	15976.00	15762.40	15772.30	168078	0	60
2023.11.16	15786.30	15842.60	15734.30	15835.80	167141	0	60
2023.11.17	15826.10	15878.90	15766.40	15813.90	155753	0	60
2023.11.20	15822.20	16059.00	15779.90	16027.50	154068	0	60
2023.11.21	16037.60	16063.80	15857.70	15912.60	152411	0	60
2023.11.22	15906.40	16123.50	15889.70	15992.90	152331	0	60
2023.11.23	15992.10	16039.70	15992.10	16013.30	50467	0	60
2023.11.24	16018.10	16022.20	15936.40	15968.30	85891	0	60
2023.11.27	15950.90	16047.30	15897.00	15961.20	132845	0	60
2023.11.28	15967.70	16032.20	15903.40	16015.30	142094	0	60
2023.11.29	16002.20	16167.20	15975.90	16007.80	154104	0	60
2023.11.30	16000.80	16062.00	15823.30	15924.50	153896	0	60
2023.12.01	15926.40	16017.60	15830.70	16000.80	142967	0	60
2023.12.04	15970.90	15973.70	15691.70	15823.20	156765	0	60
2023.12.05	15824.20	15933.00	15730.50	15872.30	158887	0	60
2023.12.06	15867.10	16010.60	15777.90	15787.70	153776	0	60
2023.12.07	15786.10	16043.50	15768.10	15993.60	160102	0	60
2023.12.08	16006.70	16102.60	15871.00	16075.00	147565	0	60
2023.12.11	16073.20	16233.40	16030.30	16228.70	148198	0	60
2023.12.12	16220.90	16375.40	16175.80	16372.70	137998	0	60
2023.12.13	16377.20	16585.40	16355.20	16545.20	138582	0	60
2023.12.14	16569.70	16662.90	16417.90	16532.30	182805	0	60
2023.12.15	16529.70	16678.60	16524.40	16602.90	168075	0	60
2023.12.18	16611.60	16765.10	16589.60	16709.80	144729	0	60
2023.12.19	16714.70	16817.60	16700.00	16810.70	146592	0	60
2023.12.20	16813.20	16862.90	16545.70	16572.40	145449	0	60
2023.12.21	16586.90	16768.10	16584.10	16752.90	159931	0	60
2023.12.22	16742.00	16844.50	16694.80	16761.70	154227	0	60
2023.12.26	16796.70	16910.10	16786.20	16883.10	97087	0	60
2023.12.27	16892.50	16931.90	16856.20	16929.30	131198	0	60
2023.12.28	16926.50	16973.70	16890.40	16898.70	122033	0	60
2023.12.29	16903.60	16943.60	16753.00	16823.20	131794	0	60
2024.01.02	16828.50	16850.90	16447.60	16554.70	158130	0	60
2024.01.03	16559.40	16560.40	16349.90	16365.60	161524	0	60
2024.01.04	16382.70	16421.60	16274.30	16291.30	153232	0	60
2024.01.05	16300.70	16419.30	16175.80	16303.50	157910	0	60
2024.01.08	16328.50	16653.90	16221.50	16632.70	162603	0	60
2024.01.09	16628.80	16714.80	16502.20	16678.80	163785	0	60
2024.01.10	16667.60	16832.00	16647.60	16803.30	157160	0	60
2024.01.11	16800.50	16901.10	16613.00	16815.90	174140	0	70
2024.01.12	16804.30	16900.20	16724.00	16813.10	186240	0	60
2024.01.15	16800.10	16880.40	16795.40	16828.10	75678	0	60
2024.01.16	16815.70	16898.70	16673.00	16835.80	194180	0	60
2024.01.17	16840.40	16846.30	16558.50	16728.60	190960	0	60
2024.01.18	16717.10	16996.60	16703.10	16986.60	191648	0	60
2024.01.19	16984.30	17339.50	16982.70	17334.90	184473	0	60
2024.01.22	17366.60	17452.80	17303.00	17333.50	184347	0	60
2024.01.23	17326.00	17431.40	17284.50	17431.40	171063	0	60
2024.01.24	17441.80	17668.00	17441.50	17498.60	171371	0	60
2024.01.25	17498.80	17632.00	17423.70	17473.90	189246	0	60
2024.01.26	17443.30	17517.70	17351.20	17388.10	179514	0	60
2024.01.29	17359.50	17604.30	17349.30	17589.80	145731	0	60
2024.01.30	17609.40	17624.40	17363.40	17365.70	162570	0	60
2024.01.31	17341.40	17378.40	17116.70	17154.60	183762	0	60
2024.02.01	17169.00	17528.40	17166.10	17528.30	181476	0	60
2024.02.02	17508.10	17682.50	17371.80	17606.90	181287	0	60
2024.02.05	17615.60	17654.00	17464.30	17606.20	173703	0	60
2024.02.06	17614.60	17679.40	17471.90	17561.70	166489	0	60
2024.02.07	17571.00	17788.30	17545.30	17762.20	160091	0	60
2024.02.08	17755.70	17814.00	17709.70	17784.60	142951	0	60
2024.02.09	17777.90	17989.20	17772.70	17954.50	139473	0	60
2024.02.12	17929.20	18041.90	17833.20	17842.40	130276	0	60
2024.02.13	17853.50	17886.70	17476.50	17626.90	173494	0	60
2024.02.14	17611.70	17813.50	17595.00	17801.10	166896	0	60
2024.02.15	17796.00	17900.90	17717.20	17887.50	158210	0	60
2024.02.16	17887.00	17961.00	17652.20	17657.80	159738	0	60
2024.02.19	17692.00	17744.90	17676.20	17737.30	74418	0	60
2024.02.20	17719.70	17720.30	17396.30	17533.20	185998	0	60
2024.02.21	17515.80	17625.50	17314.50	17616.10	177136	0	60
2024.02.22	17634.70	18035.90	17618.50	17971.00	181196	0	60
2024.02.23	17982.20	18095.20	17897.20	17919.00	160229	0	60
2024.02.26	17918.60	18013.20	17875.70	17906.90	154210	0	60
2024.02.27	17902.10	17995.60	17865.60	17976.80	152504	0	60
2024.02.28	17975.80	17975.80	17804.00	17805.80	155392	0	60
2024.02.29	17826.80	18071.10	17789.70	18032.70	165959	0	60
2024.03.01	18044.40	18335.00	17991.40	18280.10	159975	0	60
2024.03.04	18309.20	18340.40	18202.80	18205.30	150757	0	60
2024.03.05	18218.80	18219.10	17803.50	17948.60	169963	0	60
2024.03.06	17939.40	18147.70	17912.10	18015.70	175384	0	60
2024.03.07	18010.00	18338.70	17893.60	18217.70	189994	0	60
2024.03.08	18242.80	18417.20	17994.80	18039.40	195546	0	70
2024.03.11	17983.30	18036.50	17875.50	17977.30	183888	0	60
2024.03.12	17996.70	18227.80	17913.10	18212.50	163680	0	60
2024.03.13	18203.30	18245.60	18026.30	18091.30	159772	0	60
2024.03.14	18089.20	18173.00	17909.90	18018.40	167408	0	70
2024.03.15	18003.60	18073.70	17760.90	17816.90	166692	0	60
2024.03.18	17829.40	18126.60	17817.80	17984.10	165050	0	60
2024.03.19	17967.90	18044.50	17809.20	18032.80	176533	0	60
2024.03.20	18024.70	18296.60	17978.70	18290.80	147865	0	60
2024.03.21	18284.90	18467.30	18284.50	18335.50	161635	0	60
2024.03.22	18344.20	18389.50	18257.20	18326.60	164838	0	60
2024.03.25	18337.40	18364.50	18179.40	18289.60	145822	0	60
2024.03.26	18307.80	18387.10	18211.10	18247.10	146991	0	60
2024.03.27	18247.20	18353.40	18156.40	18288.80	142228	0	60
2024.03.28	18272.00	18313.10	18221.60	18237.20	152654	0	60
2024.04.01	18340.40	18392.10	18202.00	18286.10	135551	0	60
2024.04.02	18278.00	18303.60	17997.00	18137.40	164417	0	60
2024.04.03	18128.10	18245.70	18026.40	18183.80	161184	0	60
2024.04.04	18172.80	18367.30	17862.80	17886.00	154686	0	60
2024.04.05	17911.30	18210.00	17863.50	18105.60	188062	0	60
2024.04.08	18131.40	18183.00	18041.60	18115.60	166157	0	60
2024.04.09	18124.50	18212.20	17970.80	18187.90	162156	0	60
2024.04.10	18184.80	18273.15	17862.05	17996.15	172808	0	70
2024.04.11	17985.55	18341.35	17915.65	18308.55	184164	0	70
2024.04.12	18303.55	18329.85	17949.55	18008.75	181917	0	70
2024.04.15	18016.45	18176.75	17675.55	17685.75	202822	0	70
2024.04.16	17711.65	17821.65	17627.75	17724.85	209404	0	80
2024.04.17	17748.75	17805.85	17457.45	17502.35	198361	0	80
2024.04.18	17520.55	17616.75	17355.25	17366.15	186412	0	70
2024.04.19	17390.55	17403.25	16969.65	17030.85	244836	0	90
2024.04.22	17085.15	17305.65	17006.05	17193.85	187540	0	70
2024.04.23	17220.75	17516.85	17146.05	17515.25	181638	0	70
2024.04.24	17539.75	17656.45	17344.55	17369.55	183065	0	70
2024.04.25	17328.15	17697.65	17177.75	17695.95	197205	0	80
2024.04.26	17652.35	17771.85	17542.15	17710.15	182777	0	70
2024.04.29	17728.85	17821.15	17665.95	17788.35	172239	0	70
2024.04.30	17786.05	17796.85	17356.25	17396.85	161200	0	70
2024.05.01	17378.45	17673.05	17282.15	17354.35	174526	0	70
2024.05.02	17384.95	17648.05	17283.95	17641.45	184963	0	70
2024.05.03	17628.15	17936.55	17613.65	17908.65	158313	0	70
2024.05.06	17935.65	18093.95	17875.65	18080.15	135160	0	70
2024.05.07	18072.75	18157.85	18045.25	18095.65	141668	0	70
2024.05.08	18085.15	18137.85	17967.65	18053.05	139792	0	70
2024.05.09	18055.85	18141.85	18005.65	18131.05	142314	0	70
2024.05.10	18124.15	18251.25	18092.25	18146.15	136698	0	70
2024.05.13	18147.95	18239.15	18135.55	18188.85	129072	0	70
2024.05.14	18189.15	18336.65	18073.65	18313.55	147126	0	70
2024.05.15	18311.55	18608.05	18296.55	18586.25	150018	0	70
2024.05.16	18590.45	18671.75	18540.65	18547.75	161526	0	70
2024.05.17	18555.75	18595.25	18457.25	18542.55	148361	0	70
2024.05.20	18559.55	18706.65	18548.85	18656.65	129740	0	70
2024.05.21	18664.95	18722.05	18592.25	18719.25	124974	0	70
2024.05.22	18715.65	18806.45	18602.65	18729.25	140044	0	70
2024.05.23	18781.35	18948.55	18551.75	18611.65	165019	0	70
2024.05.24	18622.15	18854.95	18613.25	18799.45	148881	0	70
2024.05.27	18808.65	18886.45	18763.25	18880.65	57880	0	70
2024.05.28	18862.25	18910.25	18751.55	18878.85	156888	0	70
2024.05.29	18872.65	18881.95	18684.15	18686.65	169651	0	70
2024.05.30	18690.15	18725.35	18484.25	18521.65	168294	0	70
2024.05.31	18512.95	18608.65	18187.25	18522.15	187099	0	70
2024.06.03	18500.35	18703.95	18387.55	18612.65	181284	0	70
2024.06.04	18607.05	18700.95	18463.75	18657.05	180474	0	70
2024.06.05	18655.15	19043.25	18646.05	19038.05	157157	0	70
2024.06.06	19035.45	19075.65	18971.35	19020.95	158649	0	70
2024.06.07	19021.25	19116.05	18901.75	18987.95	165150	0	70
2024.06.10	19003.55	19093.05	18937.85	19063.75	165734	0	70
2024.06.11	19065.25	19223.05	18961.35	19206.45	166563	0	70
2024.06.12	19205.45	19578.29	19203.05	19573.79	112937	0	83
2024.06.13	19561.85	19658.99	19473.09	19567.99	96362	0	83
2024.06.14	19566.05	19677.79	19477.69	19667.39	104451	0	83
2024.06.17	19661.85	19980.65	19623.65	19887.05	98378	0	70
2024.06.18	19910.75	19982.35	19842.05	19915.85	100747	0	70
2024.06.19	19922.25	19965.35	19921.05	19944.55	37550	0	70
2024.06.20	19952.85	20086.35	19681.65	19769.85	105874	0	70
2024.06.21	19776.05	19817.15	19647.25	19736.45	103283	0	70
2024.06.24	19734.35	19757.75	19459.15	19482.75	130974	0	80
2024.06.25	19497.55	19715.55	19459.75	19699.35	130473	0	70
2024.06.26	19716.35	19805.25	19637.95	19681.45	137694	0	70
2024.06.27	19692.05	19854.95	19615.75	19807.15	159538	0	70
2024.06.28	19809.55	20026.05	19660.95	19726.05	169371	0	70
2024.07.01	19722.15	19829.85	19569.65	19799.95	183861	0	70
2024.07.02	19810.45	20015.55	19670.25	19991.75	176607	0	70
2024.07.03	19990.15	20199.85	19965.65	20184.45	117665	0	70
2024.07.04	20164.75	20180.35	20142.45	20143.55	50639	0	70
2024.07.05	20147.65	20405.25	20140.85	20366.05	156664	0	70
2024.07.08	20372.55	20459.55	20347.75	20450.75	150077	0	70
2024.07.09	20453.95	20545.95	20390.35	20460.25	153454	0	70
2024.07.10	20460.75	20688.85	20460.25	20662.85	138561	0	70
